id,type,genre,notable,release_date,notoriety_date,written_date,single,release_year,notoriety_year
10385,Song,Space Rock,True,2028,,,True,2028,
10388,Song,Doom Metal,True,1991,,1991,True,1991,
10390,Song,Southern Gothic Rock,True,2009,,,True,2009,
10392,Album,Psychedelic Rock,True,2029,2029,2029,,2029,2029.0
10398,Song,Indie Folk,True,2013,,,False,2013,
10402,Song,Alternative Rock,True,2010,,2010,True,2010,
10404,Song,Indie Folk,True,2017,,,False,2017,
10406,Song,Oceanus Folk,True,2023,,2023,True,2023,
10412,Album,Post-Apocalyptic Folk,True,2013,,,,2013,
10415,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
10417,Song,Lo-Fi Electronica,True,2010,2010,,False,2010,2010.0
10419,Song,Dream Pop,True,1997,,1997,True,1997,
10421,Song,Dream Pop,True,2023,,,True,2023,
10426,Song,Oceanus Folk,True,2026,,2026,True,2026,
10431,Album,Emo/Pop Punk,True,2022,,2022,,2022,
10432,Album,Southern Gothic Rock,True,2002,,,,2002,
10434,Song,Speed Metal,True,2007,2007,2004,True,2007,2007.0
10435,Song,Southern Gothic Rock,True,2027,,,True,2027,
10437,Song,Dream Pop,True,2007,2007,,True,2007,2007.0
10439,Song,Dream Pop,True,2020,,,True,2020,
10441,Album,Southern Gothic Rock,True,2007,,,,2007,
10443,Song,Psychedelic Rock,True,2025,,2025,True,2025,
10444,Song,Indie Folk,True,2017,,,True,2017,
10447,Song,Dream Pop,True,2018,,2018,True,2018,
10448,Song,Jazz Surf Rock,True,2015,,,True,2015,
10453,Song,Southern Gothic Rock,True,2026,,,True,2026,
10457,Song,Dream Pop,True,2018,2018,2018,True,2018,2018.0
10461,Song,Dream Pop,True,2013,,,True,2013,
10464,Song,Synthwave,True,2007,,,True,2007,
10468,Song,Indie Folk,True,2020,,,True,2020,
10469,Song,Space Rock,True,2015,,,True,2015,
10475,Song,Speed Metal,True,2020,,2020,True,2020,
10478,Song,Lo-Fi Electronica,True,2032,,,True,2032,
10480,Song,Indie Pop,True,2003,,,True,2003,
10484,Album,Doom Metal,True,2013,,2013,,2013,
10488,Album,Blues Rock,True,1994,,1994,,1994,
10493,Song,Dream Pop,True,2026,,,False,2026,
10499,Song,Synthwave,True,2017,,,True,2017,
10503,Song,Southern Gothic Rock,True,2013,,,False,2013,
10504,Album,Synthwave,True,2013,,,,2013,
10505,Song,Jazz Surf Rock,True,2027,,2027,True,2027,
10507,Album,Psychedelic Rock,True,2022,,,,2022,
10513,Song,Blues Rock,True,1991,,,True,1991,
10515,Song,Indie Pop,True,1992,,,True,1992,
10517,Song,Indie Folk,True,2027,,2027,True,2027,
10520,Song,Southern Gothic Rock,True,2012,2012,2012,True,2012,2012.0
10521,Song,Emo/Pop Punk,True,2029,,2029,True,2029,
10523,Song,Dream Pop,True,2022,,,True,2022,
10530,Album,Indie Folk,True,2013,,,,2013,
10532,Album,Synthwave,True,2024,,,,2024,
10534,Song,Psychedelic Rock,True,2026,,,True,2026,
10535,Song,Indie Folk,True,2026,2026,2026,False,2026,2026.0
10538,Song,Synthwave,True,2029,,2026,True,2029,
10544,Song,Jazz Surf Rock,True,2027,,,True,2027,
10549,Song,Indie Pop,True,1993,,1993,True,1993,
10550,Album,Doom Metal,True,2017,2017,2017,,2017,2017.0
10552,Song,Space Rock,True,2018,2018,,True,2018,2018.0
10557,Album,Jazz Surf Rock,True,2029,,,,2029,
10561,Song,Indie Folk,True,2017,,,True,2017,
10562,Song,Dream Pop,True,2026,,,True,2026,
10567,Album,Space Rock,True,2025,,2025,,2025,
10574,Song,Lo-Fi Electronica,True,2007,2007,2007,True,2007,2007.0
10576,Song,Synthwave,True,2011,,,True,2011,
10582,Song,Symphonic Metal,True,2029,2029,2029,True,2029,2029.0
10585,Album,Synthwave,True,2017,2017,,,2017,2017.0
10589,Song,Americana,True,2017,,,True,2017,
10593,Album,Indie Rock,True,2008,,,,2008,
10596,Song,Indie Folk,True,2013,,,True,2013,
10600,Song,Alternative Rock,True,2005,,,True,2005,
10601,Song,Desert Rock,True,2027,,,True,2027,
10608,Song,Space Rock,True,2017,2017,2017,True,2017,2017.0
10612,Song,Southern Gothic Rock,True,2012,,,True,2012,
10616,Song,Indie Folk,True,2013,,2013,False,2013,
10620,Album,Alternative Rock,True,2028,,2028,,2028,
10625,Song,Dream Pop,False,2030,,,True,2030,
10628,Song,Synthpop,True,2020,,2020,True,2020,
10632,Song,Indie Folk,True,2013,,,True,2013,
10636,Song,Jazz Surf Rock,True,2027,,,True,2027,
10641,Song,Dream Pop,True,2027,,2027,True,2027,
10642,Album,Symphonic Metal,True,2023,,,,2023,
10645,Song,Synthwave,True,2010,,,True,2010,
10648,Song,Dream Pop,True,1999,,,False,1999,
10651,Album,Speed Metal,True,2006,,2006,,2006,
10653,Song,Doom Metal,False,2022,,2019,True,2022,
10657,Song,Dream Pop,True,2017,,,True,2017,
10659,Song,Dream Pop,True,2025,,,False,2025,
10662,Song,Dream Pop,True,2029,2029,,True,2029,2029.0
10666,Song,Indie Folk,True,2020,,,True,2020,
10668,Album,Synthwave,True,2028,,2028,,2028,
10673,Song,Doom Metal,True,2013,2013,,False,2013,2013.0
10674,Album,Speed Metal,True,2024,2024,,,2024,2024.0
10676,Album,Alternative Rock,True,2026,,,,2026,
10681,Song,Doom Metal,True,2007,,2007,True,2007,
10684,Song,Dream Pop,True,2007,,,True,2007,
10685,Song,Doom Metal,True,2020,,,True,2020,
10694,Song,Psychedelic Rock,True,2004,2004,,False,2004,2004.0
10698,Song,Alternative Rock,True,2014,,,False,2014,
10699,Song,Indie Folk,True,2017,2017,2010,False,2017,2017.0
10700,Album,Dream Pop,True,2029,,,,2029,
10704,Song,Indie Rock,True,2010,2010,,True,2010,2010.0
10709,Album,Dream Pop,True,2004,,,,2004,
10716,Song,Americana,True,2027,,,False,2027,
10722,Album,Synthwave,True,2023,,2023,,2023,
10726,Album,Indie Folk,True,2010,,,,2010,
10727,Song,Avant-Garde Folk,True,2030,,,True,2030,
10728,Album,Synthwave,True,2023,,2023,,2023,
10730,Song,Psychedelic Rock,True,2013,,,True,2013,
10736,Song,Space Rock,True,2023,2023,,True,2023,2023.0
10740,Album,Avant-Garde Folk,True,2022,2022,2022,,2022,2022.0
10741,Song,Dream Pop,True,2027,,2027,True,2027,
10747,Song,Dream Pop,True,2019,,2019,False,2019,
10754,Album,Dream Pop,True,2023,,2023,,2023,
10759,Song,Avant-Garde Folk,True,2017,,2017,True,2017,
10761,Song,Symphonic Metal,True,2028,,,False,2028,
10765,Song,Southern Gothic Rock,True,2020,,,True,2020,
10767,Song,Dream Pop,True,2027,,,True,2027,
10771,Song,Synthwave,True,2017,2017,,False,2017,2017.0
10773,Song,Indie Folk,True,2017,,,True,2017,
10777,Song,Space Rock,True,2029,,,True,2029,
10782,Song,Synthwave,True,2026,,,True,2026,
10787,Song,Desert Rock,True,2024,,2024,True,2024,
10791,Album,Speed Metal,True,2024,,2024,,2024,
10793,Song,Synthwave,False,2013,,,True,2013,
10799,Song,Blues Rock,False,1984,,1984,True,1984,
10800,Song,Darkwave,True,2029,2029,,True,2029,2029.0
10806,Song,Jazz Surf Rock,True,2027,,,False,2027,
10812,Song,Emo/Pop Punk,True,2017,,,True,2017,
10814,Song,Indie Folk,True,2020,2020,,True,2020,2020.0
10815,Song,Indie Rock,True,2025,,,True,2025,
10818,Song,Dream Pop,True,2028,2028,2028,False,2028,2028.0
10819,Song,Space Rock,True,2029,,,True,2029,
10825,Song,Dream Pop,True,2020,,2020,False,2020,
10826,Album,Space Rock,True,2032,,2032,,2032,
10833,Album,Americana,True,2023,,2020,,2023,
10835,Song,Americana,True,2030,2030,2030,True,2030,2030.0
10836,Song,Speed Metal,True,2021,,,True,2021,
10837,Song,Indie Pop,False,2010,,2010,True,2010,
10839,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
10840,Album,Speed Metal,True,2026,2026,,,2026,2026.0
10844,Song,Indie Folk,True,2017,,,True,2017,
10848,Album,Indie Pop,False,2017,,,,2017,
10850,Song,Dream Pop,True,2027,,,True,2027,
10855,Song,Dream Pop,True,2023,2023,,True,2023,2023.0
10859,Song,Doom Metal,True,2013,,,False,2013,
10861,Song,Dream Pop,True,2029,,,True,2029,
10875,Song,Dream Pop,True,2029,,,True,2029,
10880,Song,Indie Folk,True,2015,,,True,2015,
10883,Album,Dream Pop,True,2026,,,,2026,
10893,Song,Psychedelic Rock,True,2013,,,False,2013,
10903,Song,Dream Pop,True,2028,,,False,2028,
10909,Song,Dream Pop,True,2017,,,True,2017,
10915,Song,Indie Pop,True,2013,,,True,2013,
10919,Song,Psychedelic Rock,True,2029,,,True,2029,
10928,Album,Dream Pop,False,2022,,,,2022,
10931,Song,Indie Rock,True,2020,,2020,True,2020,
10935,Song,Psychedelic Rock,True,1991,,,True,1991,
10937,Album,Indie Pop,True,2009,,,,2009,
10938,Song,Doom Metal,True,2010,,,True,2010,
10941,Song,Indie Rock,True,2025,,2025,True,2025,
10944,Song,Dream Pop,True,2026,,2026,True,2026,
10948,Song,Darkwave,True,2013,,,True,2013,
10950,Album,Synthwave,False,2024,,,,2024,
10953,Song,Psychedelic Rock,True,2022,,,True,2022,
10963,Album,Space Rock,True,2029,,,,2029,
10968,Song,Synthwave,True,2019,,,True,2019,
10975,Song,Synthwave,True,2018,,,False,2018,
10977,Song,Indie Folk,True,2023,,2023,True,2023,
10982,Song,Darkwave,True,2017,,2017,True,2017,
10986,Song,Dream Pop,True,2023,,,True,2023,
10990,Album,Dream Pop,True,2029,,,,2029,
10994,Song,Southern Gothic Rock,True,2017,,,True,2017,
10996,Song,Alternative Rock,True,2004,2004,,False,2004,2004.0
10997,Album,Psychedelic Rock,True,2023,,,,2023,
11001,Album,Dream Pop,True,2017,,,,2017,
11002,Song,Indie Rock,True,2010,,2010,True,2010,
11005,Song,Indie Folk,True,2017,,2017,True,2017,
11008,Album,Jazz Surf Rock,True,1990,,,,1990,
11010,Song,Doom Metal,True,2017,,,False,2017,
11014,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
11018,Song,Indie Folk,True,2020,,2020,True,2020,
11022,Song,Southern Gothic Rock,True,2002,,2002,True,2002,
11023,Song,Dream Pop,True,2023,,,False,2023,
11024,Song,Americana,True,2017,,,True,2017,
11029,Song,Synthwave,True,2029,,,False,2029,
11033,Song,Doom Metal,True,2004,2004,,True,2004,2004.0
11037,Song,Psychedelic Rock,True,2014,2014,,True,2014,2014.0
11042,Song,Americana,True,2017,,,True,2017,
11047,Album,Speed Metal,False,1986,,1986,,1986,
11050,Song,Doom Metal,True,2010,,,True,2010,
11056,Album,Doom Metal,True,2023,,2023,,2023,
11061,Song,Indie Rock,True,2020,,,True,2020,
11072,Album,Dream Pop,True,2024,,2024,,2024,
11074,Album,Blues Rock,True,2017,2017,,,2017,2017.0
11078,Album,Southern Gothic Rock,True,2010,,2006,,2010,
11080,Song,Synthpop,True,2023,,,False,2023,
11085,Album,Dream Pop,True,2026,,,,2026,
11091,Song,Darkwave,True,1993,,,True,1993,
11093,Song,Dream Pop,True,2012,,2012,True,2012,
11097,Song,Darkwave,True,2019,,,True,2019,
11104,Song,Indie Folk,True,2027,,,True,2027,
11109,Song,Emo/Pop Punk,True,2012,2012,,True,2012,2012.0
11110,Song,Indie Folk,True,2017,,,True,2017,
11111,Album,Southern Gothic Rock,True,2023,,,,2023,
11115,Song,Avant-Garde Folk,True,1992,,1992,True,1992,
11116,Song,Indie Folk,True,2010,,,True,2010,
11117,Song,Synthwave,True,2017,,,True,2017,
11122,Song,Americana,True,2019,,,True,2019,
11125,Album,Dream Pop,True,1997,,,,1997,
11127,Song,Psychedelic Rock,True,2016,,,True,2016,
11130,Song,Space Rock,True,2027,,,True,2027,
11136,Song,Darkwave,True,2026,,,True,2026,
11141,Album,Psychedelic Rock,True,2007,2007,,,2007,2007.0
11142,Song,Indie Pop,True,1992,,,True,1992,
11144,Album,Blues Rock,True,2012,,2012,,2012,
11146,Song,Synthpop,True,2020,,2020,True,2020,
11152,Song,Indie Folk,True,2017,,,True,2017,
11156,Song,Doom Metal,True,2023,,,True,2023,
11159,Song,Emo/Pop Punk,True,2023,,,True,2023,
11161,Song,Indie Folk,True,2000,,1997,False,2000,
11166,Album,Dream Pop,True,2028,,,,2028,
11172,Song,Southern Gothic Rock,True,1989,,,True,1989,
11174,Song,Southern Gothic Rock,True,2016,,2016,True,2016,
11175,Album,Post-Apocalyptic Folk,True,2024,,,,2024,
11179,Album,Southern Gothic Rock,True,2012,,,,2012,
11184,Song,Dream Pop,True,2028,2028,,True,2028,2028.0
11187,Song,Doom Metal,True,2020,,,True,2020,
11191,Album,Americana,True,2022,,,,2022,
11195,Album,Americana,True,2010,,2010,,2010,
11200,Song,Dream Pop,True,2029,,2029,True,2029,
11206,Song,Indie Rock,True,2026,,2026,True,2026,
11210,Song,Doom Metal,True,1987,,,False,1987,
11213,Album,Indie Rock,True,2010,,2010,,2010,
11214,Album,Doom Metal,True,1997,,,,1997,
11217,Song,Dream Pop,True,2008,2008,,True,2008,2008.0
11219,Song,Doom Metal,True,2013,,,True,2013,
11225,Song,Synthwave,True,2024,2024,2024,True,2024,2024.0
11227,Song,Indie Pop,True,2013,,2013,True,2013,
11230,Song,Psychedelic Rock,True,2020,2020,,True,2020,2020.0
11236,Song,Alternative Rock,True,2028,,2028,True,2028,
11240,Song,Emo/Pop Punk,True,2004,,,True,2004,
11241,Song,Dream Pop,True,2018,,,True,2018,
11244,Song,Alternative Rock,True,2007,2007,2007,True,2007,2007.0
11246,Song,Southern Gothic Rock,True,2007,2007,2004,False,2007,2007.0
11249,Song,Indie Rock,True,2026,,,True,2026,
11251,Song,Indie Folk,True,2020,,2013,True,2020,
11254,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
11256,Album,Doom Metal,True,2013,,2013,,2013,
11259,Album,Post-Apocalyptic Folk,True,2021,,,,2021,
11262,Album,Doom Metal,True,2022,2022,2022,,2022,2022.0
11263,Album,Post-Apocalyptic Folk,True,2025,,2018,,2025,
11269,Song,Indie Folk,True,2016,,2016,True,2016,
11273,Song,Blues Rock,True,2004,,,True,2004,
11275,Album,Dream Pop,True,2013,,,,2013,
11276,Song,Dream Pop,True,2024,,2024,True,2024,
11280,Song,Darkwave,True,2023,,2023,False,2023,
11284,Song,Dream Pop,True,2021,,,True,2021,
11290,Song,Synthwave,True,2003,,,True,2003,
11292,Song,Alternative Rock,True,2011,,,True,2011,
11294,Song,Blues Rock,True,2027,2027,2027,True,2027,2027.0
11298,Album,Indie Pop,True,2009,2009,,,2009,2009.0
11299,Song,Avant-Garde Folk,True,2009,,,True,2009,
11300,Album,Dream Pop,True,2020,,,,2020,
11303,Song,Dream Pop,True,1991,,1991,True,1991,
11309,Album,Indie Folk,True,2020,,,,2020,
11316,Song,Blues Rock,True,1987,,,False,1987,
11319,Album,Indie Rock,False,2017,,,,2017,
11322,Song,Alternative Rock,True,2027,,,True,2027,
11327,Song,Lo-Fi Electronica,True,1998,,,True,1998,
11329,Song,Space Rock,True,2025,,2025,True,2025,
11331,Album,Dream Pop,True,2025,,,,2025,
11333,Song,Dream Pop,True,2024,,,True,2024,
11339,Song,Indie Rock,True,2024,,,True,2024,
11342,Album,Symphonic Metal,True,2027,,,,2027,
11351,Song,Indie Folk,True,1997,,,True,1997,
11352,Album,Indie Pop,True,1994,,1994,,1994,
11354,Song,Jazz Surf Rock,True,2013,,,True,2013,
11357,Song,Alternative Rock,True,2026,2026,2026,False,2026,2026.0
11359,Song,Alternative Rock,True,2014,,,True,2014,
11363,Song,Blues Rock,True,2010,,2007,True,2010,
11365,Song,Southern Gothic Rock,True,2016,,,False,2016,
11366,Album,Synthwave,True,2011,,,,2011,
11368,Song,Southern Gothic Rock,True,2004,2004,,True,2004,2004.0
11369,Song,Jazz Surf Rock,True,2022,,,True,2022,
11371,Song,Space Rock,True,2027,,2027,True,2027,
11377,Song,Psychedelic Rock,True,2010,,,True,2010,
11378,Song,Indie Folk,True,2004,,,True,2004,
11381,Song,Americana,True,2020,,2020,True,2020,
11385,Song,Dream Pop,True,2024,,2024,True,2024,
11393,Song,Americana,True,2025,,,True,2025,
11395,Song,Darkwave,True,2029,2029,,True,2029,2029.0
11400,Song,Dream Pop,True,1985,,,True,1985,
11404,Song,Emo/Pop Punk,True,2000,,,True,2000,
11405,Song,Psychedelic Rock,True,2020,,,True,2020,
11413,Album,Alternative Rock,True,2009,,2009,,2009,
11415,Song,Darkwave,True,2026,,,True,2026,
11420,Song,Synthwave,True,2030,,,True,2030,
11423,Song,Psychedelic Rock,True,2023,,,True,2023,
11424,Album,Doom Metal,True,2010,,,,2010,
11429,Song,Dream Pop,True,2027,,,False,2027,
11431,Song,Indie Folk,True,2004,,2004,True,2004,
11432,Song,Dream Pop,True,2010,,,True,2010,
11438,Song,Indie Pop,True,2022,,,False,2022,
11439,Song,Southern Gothic Rock,True,2025,,2025,True,2025,
11442,Song,Dream Pop,True,2026,,,True,2026,
11446,Album,Alternative Rock,True,2016,,,,2016,
11447,Song,Indie Folk,True,2022,,,True,2022,
11449,Album,Emo/Pop Punk,True,2010,,,,2010,
11450,Song,Jazz Surf Rock,True,2019,2019,,True,2019,2019.0
11453,Song,Dream Pop,True,2023,,,True,2023,
11457,Song,Symphonic Metal,True,2023,,,True,2023,
11459,Song,Post-Apocalyptic Folk,True,2026,,2026,True,2026,
11463,Album,Alternative Rock,True,2017,,,,2017,
11465,Song,Space Rock,True,2028,,2028,False,2028,
11467,Song,Lo-Fi Electronica,True,2013,,,True,2013,
11468,Song,Southern Gothic Rock,True,1987,,,True,1987,
11472,Album,Dream Pop,True,2019,2019,,,2019,2019.0
11477,Song,Lo-Fi Electronica,True,2021,,,True,2021,
11479,Album,Dream Pop,True,2023,2023,2020,,2023,2023.0
11485,Album,Oceanus Folk,True,2010,,2010,,2010,
11491,Song,Psychedelic Rock,True,2012,,,True,2012,
11495,Song,Americana,True,2015,,,True,2015,
11499,Song,Dream Pop,True,2029,,2029,True,2029,
11502,Song,Americana,True,2026,,,True,2026,
11509,Song,Post-Apocalyptic Folk,True,2029,,,True,2029,
11514,Song,Emo/Pop Punk,True,2007,,,True,2007,
11515,Song,Oceanus Folk,True,2025,,,True,2025,
11520,Song,Emo/Pop Punk,True,2007,,2007,True,2007,
11521,Song,Doom Metal,True,2013,,,False,2013,
11522,Album,Psychedelic Rock,True,2015,,,,2015,
11525,Song,Psychedelic Rock,True,2020,,,True,2020,
11526,Song,Psychedelic Rock,True,2019,,,True,2019,
11527,Song,Indie Rock,True,2009,,,True,2009,
11528,Song,Desert Rock,True,2007,,,False,2007,
11532,Song,Alternative Rock,True,2013,2013,,True,2013,2013.0
11533,Album,Doom Metal,True,2020,,2020,,2020,
11537,Song,Alternative Rock,True,2026,,2026,False,2026,
11538,Song,Dream Pop,True,2020,,2020,True,2020,
11541,Song,Indie Rock,True,2013,,2010,True,2013,
11546,Song,Synthwave,True,1992,,,True,1992,
11550,Album,Dream Pop,True,2020,2020,,,2020,2020.0
11558,Song,Alternative Rock,True,2015,,,True,2015,
11562,Song,Southern Gothic Rock,True,2025,,,True,2025,
11564,Song,Doom Metal,True,2004,,2004,True,2004,
11567,Song,Oceanus Folk,True,2023,,,True,2023,
11568,Song,Synthpop,True,2020,,2013,True,2020,
11569,Song,Indie Rock,True,2008,2008,,True,2008,2008.0
11572,Song,Speed Metal,True,1995,1995,,True,1995,1995.0
11574,Song,Indie Rock,True,2013,,2013,True,2013,
11578,Song,Oceanus Folk,True,2026,,2026,True,2026,
11583,Song,Synthwave,True,2030,,,True,2030,
11586,Album,Indie Folk,True,2020,,,,2020,
11590,Song,Dream Pop,True,2026,,,True,2026,
11598,Song,Lo-Fi Electronica,True,2018,2018,,True,2018,2018.0
11602,Song,Dream Pop,True,2021,,,True,2021,
11603,Album,Jazz Surf Rock,True,2028,2028,,,2028,2028.0
11608,Song,Americana,True,2024,,2024,True,2024,
11612,Song,Indie Folk,True,2010,2010,,False,2010,2010.0
11614,Song,Alternative Rock,True,2009,2009,2009,True,2009,2009.0
11617,Song,Speed Metal,True,2023,,2023,True,2023,
11623,Song,Jazz Surf Rock,True,2026,,,True,2026,
11629,Album,Indie Pop,True,2012,,2012,,2012,
11635,Song,Synthwave,True,1999,1999,1999,False,1999,1999.0
11637,Song,Synthwave,True,2019,,,True,2019,
11640,Song,Dream Pop,True,2007,,,True,2007,
11641,Song,Indie Folk,True,2008,,,True,2008,
11644,Song,Speed Metal,True,2004,,,True,2004,
11646,Song,Alternative Rock,True,2030,,2030,True,2030,
11652,Song,Synthwave,True,1985,,1982,True,1985,
11655,Song,Oceanus Folk,True,2026,,,True,2026,
11659,Song,Dream Pop,True,2024,2024,,True,2024,2024.0
11672,Song,Post-Apocalyptic Folk,True,2020,,2020,True,2020,
11677,Song,Lo-Fi Electronica,True,2009,2009,2009,True,2009,2009.0
11678,Song,Indie Folk,True,2023,,2023,True,2023,
11679,Song,Oceanus Folk,True,2026,,,True,2026,
11680,Album,Speed Metal,True,2003,,,,2003,
11681,Song,Psychedelic Rock,True,2019,,,True,2019,
11696,Song,Synthwave,True,2017,,,True,2017,
11701,Album,Doom Metal,True,2010,,2007,,2010,
11706,Song,Space Rock,False,2029,,,True,2029,
11712,Album,Doom Metal,True,2023,,,,2023,
11718,Song,Southern Gothic Rock,True,2013,,2013,True,2013,
11719,Song,Doom Metal,True,2024,,2024,True,2024,
11726,Song,Indie Folk,True,2017,,,True,2017,
11729,Song,Americana,True,2013,2013,,True,2013,2013.0
11730,Album,Indie Folk,True,2017,2017,,,2017,2017.0
11736,Song,Symphonic Metal,True,2013,,,True,2013,
11737,Song,Indie Folk,True,2007,,2007,True,2007,
11740,Song,Indie Rock,True,2011,,,False,2011,
11744,Album,Indie Rock,True,2017,,,,2017,
11746,Song,Americana,True,2024,,2024,True,2024,
11749,Song,Space Rock,True,2024,,,True,2024,
11753,Song,Symphonic Metal,True,2007,,,True,2007,
11765,Song,Dream Pop,True,2018,,,True,2018,
11767,Song,Oceanus Folk,True,2004,,2004,False,2004,
11768,Song,Dream Pop,True,2024,,2021,True,2024,
11780,Song,Dream Pop,True,2027,,,True,2027,
11785,Song,Jazz Surf Rock,True,2024,,,False,2024,
11788,Album,Indie Folk,True,2022,,,,2022,
11793,Song,Dream Pop,False,1991,,,True,1991,
11797,Song,Oceanus Folk,True,2020,,,True,2020,
11801,Song,Synthwave,False,2029,,2026,True,2029,
11805,Song,Americana,True,1990,,,True,1990,
11808,Song,Indie Folk,True,2029,,2029,True,2029,
11813,Song,Alternative Rock,True,2006,,2006,False,2006,
11815,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
11819,Song,Dream Pop,True,2025,,,True,2025,
11824,Song,Dream Pop,True,2020,,,True,2020,
11826,Song,Speed Metal,True,2025,,,False,2025,
11830,Song,Synthwave,True,2000,,2000,False,2000,
11831,Album,Oceanus Folk,True,2016,,,,2016,
11836,Album,Oceanus Folk,True,2010,2010,2010,,2010,2010.0
11839,Song,Indie Folk,True,2010,,,True,2010,
11842,Song,Americana,True,2020,2020,,True,2020,2020.0
11847,Song,Dream Pop,True,2023,,,True,2023,
11851,Song,Dream Pop,True,2032,,,True,2032,
11855,Song,Americana,True,2007,2007,,False,2007,2007.0
11859,Album,Lo-Fi Electronica,True,2014,,,,2014,
11861,Song,Dream Pop,True,2026,,,True,2026,
11866,Song,Jazz Surf Rock,True,2015,2025,,True,2015,2025.0
11870,Song,Indie Folk,True,2028,,,False,2028,
11875,Song,Dream Pop,True,1994,,,False,1994,
11878,Song,Alternative Rock,True,2023,,2020,False,2023,
11880,Song,Southern Gothic Rock,True,2006,,2006,True,2006,
11885,Song,Americana,True,2004,,2004,True,2004,
11888,Album,Psychedelic Rock,True,2025,,2025,,2025,
11889,Song,Blues Rock,True,2004,,,True,2004,
11890,Song,Americana,True,2023,,,True,2023,
11893,Album,Indie Rock,True,2023,,,,2023,
11896,Song,Alternative Rock,True,2013,,2013,True,2013,
11899,Song,Indie Rock,True,2020,,2020,True,2020,
11904,Song,Alternative Rock,True,2020,,,True,2020,
11905,Song,Alternative Rock,True,2004,,,False,2004,
11907,Song,Indie Rock,True,2023,,2023,True,2023,
11910,Song,Synthwave,True,2013,,,True,2013,
11911,Song,Blues Rock,True,2026,2026,,True,2026,2026.0
11914,Song,Indie Folk,True,2027,,,True,2027,
11923,Song,Indie Folk,True,2023,,,True,2023,
11928,Song,Doom Metal,True,2023,,,True,2023,
11936,Song,Emo/Pop Punk,True,2029,,,True,2029,
11938,Song,Indie Pop,True,1998,1998,,True,1998,1998.0
11939,Album,Lo-Fi Electronica,True,2020,,,,2020,
11941,Song,Indie Rock,True,2024,,2024,True,2024,
11942,Song,Indie Folk,True,2020,,,True,2020,
11945,Song,Doom Metal,True,2007,,,False,2007,
11947,Album,Americana,True,2026,,,,2026,
11948,Song,Alternative Rock,True,2012,2012,,True,2012,2012.0
11949,Album,Alternative Rock,True,2022,,,,2022,
11951,Song,Synthwave,True,2024,,2024,False,2024,
11957,Song,Dream Pop,True,2030,,,True,2030,
11962,Album,Indie Folk,True,2013,,,,2013,
11966,Song,Synthwave,True,2023,,,False,2023,
11967,Song,Dream Pop,True,2006,,2006,False,2006,
11972,Song,Desert Rock,True,2026,,,False,2026,
11978,Song,Oceanus Folk,True,2023,,2023,True,2023,
11980,Song,Synthwave,True,2020,,,True,2020,
11984,Song,Blues Rock,True,1991,,,True,1991,
11985,Album,Indie Folk,True,2020,,,,2020,
11989,Song,Indie Folk,True,2007,,,True,2007,
11995,Album,Dream Pop,True,2026,,,,2026,
11997,Song,Doom Metal,True,2023,,,True,2023,
11998,Album,Darkwave,True,2019,,,,2019,
12001,Song,Post-Apocalyptic Folk,True,2026,,,False,2026,
12004,Song,Indie Folk,True,2013,,,False,2013,
12008,Song,Lo-Fi Electronica,True,2014,,,True,2014,
12009,Album,Americana,True,2022,,,,2022,
12010,Song,Alternative Rock,True,2003,,,True,2003,
12013,Song,Alternative Rock,True,2026,,,True,2026,
12015,Song,Indie Folk,True,2017,2017,,True,2017,2017.0
12020,Song,Synthwave,True,2004,,,False,2004,
12025,Song,Lo-Fi Electronica,True,2013,2013,,True,2013,2013.0
12027,Song,Dream Pop,True,2026,,,True,2026,
12031,Song,Dream Pop,True,2029,2029,,True,2029,2029.0
12034,Song,Indie Folk,True,2029,,,True,2029,
12036,Album,Space Rock,True,2027,,,,2027,
12039,Album,Alternative Rock,True,1991,,,,1991,
12041,Song,Southern Gothic Rock,True,2004,,,True,2004,
12042,Song,Southern Gothic Rock,False,2014,,2014,True,2014,
12043,Song,Dream Pop,True,2023,2023,,True,2023,2023.0
12045,Song,Psychedelic Rock,True,2024,2024,,True,2024,2024.0
12049,Song,Synthwave,False,2020,,2020,True,2020,
12052,Song,Dream Pop,True,2010,,,True,2010,
12058,Album,Darkwave,True,1990,,1990,,1990,
12060,Album,Indie Rock,True,2004,,,,2004,
12061,Song,Dream Pop,True,2029,,,True,2029,
12066,Song,Synthpop,True,1997,,,True,1997,
12067,Song,Oceanus Folk,True,2024,,,True,2024,
12072,Song,Psychedelic Rock,True,2017,,2017,True,2017,
12073,Album,Doom Metal,True,2020,,2020,,2020,
12079,Song,Synthwave,True,2021,,,True,2021,
12081,Song,Doom Metal,False,2017,,2017,True,2017,
12089,Album,Jazz Surf Rock,True,1987,,,,1987,
12091,Song,Southern Gothic Rock,True,1997,,,True,1997,
12099,Album,Lo-Fi Electronica,True,2022,,,,2022,
12100,Song,Indie Pop,False,2013,,2007,True,2013,
12102,Song,Synthwave,True,2020,,,True,2020,
12104,Album,Doom Metal,True,2013,,,,2013,
12105,Song,Southern Gothic Rock,True,2017,2017,,True,2017,2017.0
